ad_id,list_id,area,area_name,ward,ward_name,street_name,company_ad,apartment_type,size,rooms,toilets,longitude,latitude,owner,deposit,price_million_per_m2,price
154962196,114180072,113,Quận Tân Phú,9324.0,Phường Tân Thới Hòa,Lương Minh Nguyệt,True,Chung cư,88.0,3,2.0,106.6305,10.7609,False,26000000.0,0.147727272727272,13000000.0
148848508,108937196,96,Quận 1,9219.0,Phường Bến Nghé,Tôn Đức Thắng,True,"Căn hộ dịch vụ, mini",28.0,1,1.0,106.70746,10.780979,False,1.0,0.232142857142857,6500000.0
154962166,114180084,109,Quận Bình Thạnh,9284.0,Phường 25,Nguyễn Văn Thương,True,Chung cư,40.0,1,1.0,106.7192,10.8022,False,0.0,0.15,6000000.0
149003192,109068280,105,Quận 10,9368.0,Phường 12,Cao Thắng,True,Chung cư,40.0,1,1.0,106.67535,10.77479,False,0.0,0.35000000000000003,14000000.0
154962232,114180099,112,Quận Tân Bình,9312.0,Phường 14,Hẻm 62/1 Trương Công Định,True,"Căn hộ dịch vụ, mini",35.0,1,1.0,106.6401,10.7968,False,0.0,0.128571428571428,4500000.0
154811301,114049031,105,Quận 10,9367.0,Phường 14,Tô Hiến Thành,True,Chung cư,73.0,2,2.0,106.6621,10.7747,False,0.0,0.23287671232876703,17000000.0
114341518,80756756,119,Thành phố Thủ Đức,9251.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Đường Nguyễn Xiển,True,Chung cư,47.0,1,1.0,106.8347,10.8556,False,0.0,0.117021276595744,5500000.0
154811312,114049045,105,Quận 10,9367.0,Phường 14,Tô Hiến Thành,True,Chung cư,78.0,2,2.0,106.6621,10.7747,False,0.0,0.211538461538461,16500000.0
154353519,113655831,119,Thành phố Thủ Đức,9251.0,Phường Long Thạnh Mỹ (Quận 9 cũ),"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",False,Chung cư,56.0,2,2.0,106.8197,10.8451,False,13000000.0,0.116071428571428,6500000.0
154962262,114180126,102,Quận 7,9474.0,Phường Tân Phong,Nguyễn Đức Cảnh,True,Chung cư,157.0,3,2.0,106.7126,10.7211,False,80000000.0,0.280254777070063,44000000.0
155112599,114311200,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Đường Nguyễn Hữu Thọ,True,Chung cư,110.0,3,2.0,106.7126,10.7038,False,21000000.0,0.095454545454545,10500000.0
154200883,113524769,99,Quận 4,9397.0,Phường 13,Đường Hoàng Diệu,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.7007,10.7565,False,0.0,0.225,9000000.0
154811335,114049060,110,Quận Gò Vấp,9277.0,Phường 11,Quang Trung,True,Duplex,28.0,1,1.0,106.6588,10.8361,False,1.0,0.160714285714285,4500000.0
152368368,111951909,110,Quận Gò Vấp,9270.0,Phường 10,Đường Phan Văn Trị,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.6732,10.8324,False,0.0,0.15,4500000.0
154962270,114180142,108,Quận Bình Tân,9464.0,Phường An Lạc,Kinh Dương Vương,True,Chung cư,56.0,2,1.0,106.6128,10.7342,False,0.0,0.125,7000000.0
155112649,114311226,119,Thành phố Thủ Đức,9340.0,Phường Thảo Điền (Quận 2 cũ),Thảo Điền,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.7351,10.8058,False,0.0,0.23,6900000.0
151603442,111296571,102,Quận 7,9475.0,Phường Phú Mỹ,Hoàng Quốc Việt,False,Chung cư,57.0,2,1.0,106.7369,10.7142,False,16000000.0,0.140350877192982,8000000.0
154962305,114180164,109,Quận Bình Thạnh,9296.0,Phường 22,Nguyễn Hữu Cảnh,True,Chung cư,97.0,3,2.0,106.7175,10.7897,False,0.0,0.38144329896907203,37000000.0
154962319,114180172,112,Quận Tân Bình,9299.0,Phường 2,Cửu Long,True,Chung cư,30.0,1,1.0,106.6664,10.81,False,0.0,0.2,6000000.0
154659564,113918045,96,Quận 1,9218.0,Phường Đa Kao,Hoàng Sa,False,"Căn hộ dịch vụ, mini",20.0,1,1.0,106.7031,10.7924,False,5000000.0,0.25,5000000.0
151901354,111558749,105,Quận 10,9367.0,Phường 14,Tô Hiến Thành,True,Chung cư,79.0,2,2.0,106.66218,10.7747,False,0.0,0.20253164556962003,16000000.0
154811420,114049130,111,Quận Phú Nhuận,9326.0,Phường 5,Nguyễn Văn Đậu,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.6828,10.8071,False,0.0,0.22,5500000.0
153437332,112869505,115,Huyện Bình Chánh,9519.0,Xã An Phú Tây,"Đường Nguyễn Văn Linh, phường An Phú Tây, huyện Bình Chánh, Tp.HCM",True,Chung cư,54.0,2,2.0,106.6084,10.6934,False,0.0,0.077777777777777,4200000.0
154811458,114049160,109,Quận Bình Thạnh,9290.0,Phường 15,Bạch Đằng,True,"Căn hộ dịch vụ, mini",50.0,1,1.0,106.705,10.8003,False,0.0,0.136,6800000.0
151603535,111296653,115,Huyện Bình Chánh,9509.0,Thị trấn Tân Túc,Tân Túc,True,Chung cư,60.0,2,2.0,106.58548,10.68684,False,11000000.0,0.09166666666666601,5500000.0
155112744,114311311,111,Quận Phú Nhuận,9328.0,Phường 7,Phan Đăng Lưu,True,"Căn hộ dịch vụ, mini",36.0,1,1.0,106.6868,10.8037,False,7500000.0,0.208333333333333,7500000.0
154962393,114180240,119,Thành phố Thủ Đức,9348.0,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Trương Gia Mô,True,Chung cư,65.0,2,2.0,106.7714,10.7714,False,5000000.0,0.07692307692307601,5000000.0
154811495,114049184,119,Thành phố Thủ Đức,9341.0,Phường An Phú (Quận 2 cũ),Xa Lộ Hà Nội,True,Chung cư,61.0,1,1.0,106.7459,10.8023,False,0.0,0.34426229508196704,21000000.0
153437385,112869556,96,Quận 1,9219.0,Phường Bến Nghé,Lý Tự Trọng,True,Chung cư,30.0,1,1.0,106.7006,10.7777,False,0.0,0.21,6300000.0
155112684,114311351,119,Thành phố Thủ Đức,9253.0,Phường Hiệp Phú (Quận 9 cũ),Phan Chu Trinh,True,Chung cư,70.0,2,2.0,106.7721,10.8417,False,0.0,0.12142857142857101,8500000.0
155112778,114311353,102,Quận 7,9472.0,Phường Phú Thuận,Đào Trí,True,Chung cư,53.0,1,1.0,106.7432,10.7293,False,0.0,0.19811320754716902,10500000.0
152062681,111689929,115,Huyện Bình Chánh,9509.0,Thị trấn Tân Túc,Tân Túc,False,Chung cư,59.0,2,2.0,106.5847,10.6908,False,14000000.0,0.11864406779661,7000000.0
154811581,114049240,108,Quận Bình Tân,9463.0,Phường Tân Tạo A,Đường Số 7,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.5905,10.736,False,4500000.0,0.15,4500000.0
154811584,114049241,113,Quận Tân Phú,9314.0,Phường Tân Sơn Nhì,Tân Sơn Nhì,True,Chung cư,25.0,1,1.0,106.6315,10.7981,False,1.0,0.18,4500000.0
152980921,112476382,112,Quận Tân Bình,9299.0,Phường 2,Bạch Đằng,True,"Căn hộ dịch vụ, mini",50.0,1,1.0,106.6651,10.8135,False,0.0,0.14,7000000.0
154811596,114049256,99,Quận 4,9403.0,Phường 18,Tôn Thất Thuyết,False,Chung cư,71.0,2,2.0,106.7189,10.7554,False,0.0,0.232394366197183,16500000.0
154962492,114180329,105,Quận 10,9366.0,Phường 13,Hoà Hưng,False,Penthouse,30.0,1,1.0,106.674,10.779,False,5500000.0,0.18333333333333302,5500000.0
155112868,114311421,102,Quận 7,9470.0,Phường Bình Thuận,Nguyễn Thị Thập,True,Chung cư,40.0,1,1.0,106.7228,10.7379,False,9500000.0,0.23750000000000002,9500000.0
155112871,114311423,119,Thành phố Thủ Đức,9256.0,Phường Phước Long B (Quận 9 cũ),Tăng Nhơn Phú,True,Chung cư,60.0,2,2.0,106.773,10.829,False,0.0,0.133333333333333,8000000.0
155112862,114311440,107,Quận 12,9231.0,Phường Tân Chánh Hiệp,Tô Kí,True,Chung cư,62.0,2,2.0,106.626,10.8667,False,15000000.0,0.12096774193548301,7500000.0
155112905,114311451,101,Quận 6,9428.0,Phường 9,Hồng Bàng,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.6427,10.7538,False,5000000.0,0.125,5000000.0
154962556,114180385,102,Quận 7,9469.0,Phường Tân Hưng,Nguyễn Hữu Thọ,True,Officetel,48.0,1,1.0,106.7014,10.743500000000001,False,0.0,0.208333333333333,10000000.0
149771097,109723944,119,Thành phố Thủ Đức,9350.0,Phường Thủ Thiêm (Quận 2 cũ),Mai Chí Thọ,True,Chung cư,99.0,2,2.0,106.7173,10.77166,False,0.0,0.35353535353535304,35000000.0
154811680,114049322,112,Quận Tân Bình,9300.0,Phường 4,Thăng Long,True,Chung cư,35.0,1,1.0,106.6613,10.8062,False,0.0,0.228571428571428,8000000.0
154962570,114180398,105,Quận 10,9367.0,Phường 14,Tô Hiến Thành,True,Chung cư,78.0,2,2.0,106.6621,10.7747,False,0.0,0.24358974358974303,19000000.0
154962576,114180406,102,Quận 7,9471.0,Phường Tân Quy,Đường Số 53,True,"Căn hộ dịch vụ, mini",35.0,1,1.0,106.7156,10.7405,False,0.0,0.157142857142857,5500000.0
155112940,114311480,110,Quận Gò Vấp,9266.0,Phường 6,Nguyễn Oanh,True,Duplex,35.0,2,1.0,106.6781,10.8464,False,0.0,0.137142857142857,4800000.0
155112945,114311486,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Lê Văn Lương,True,Chung cư,75.0,3,2.0,106.6973,10.7229,False,26000000.0,0.173333333333333,13000000.0
154962601,114180420,109,Quận Bình Thạnh,9284.0,Phường 25,Nguyễn Gia Trí,True,Chung cư,78.0,3,2.0,106.7155,10.8024,False,0.0,0.192307692307692,15000000.0
154811732,114049361,99,Quận 4,9407.0,Phường 16,Tôn Thất Thuyết,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.7136,10.7531,False,8300000.0,0.20750000000000002,8300000.0
154811720,114049368,103,Quận 8,9455.0,Phường 7,Nguyễn Văn Linh,True,Chung cư,65.0,2,2.0,106.625,10.6983,False,0.0,0.09230769230769201,6000000.0
153132769,112607577,102,Quận 7,9467.0,Phường Tân Thuận Tây,Nguyễn Văn Linh,True,Chung cư,95.0,3,2.0,106.7236,10.7508,False,40000000.0,0.210526315789473,20000000.0
154811757,114049384,102,Quận 7,9473.0,Phường Tân Phú,Nguyễn Thị Thập,True,"Căn hộ dịch vụ, mini",35.0,1,1.0,106.615,10.74,False,6500000.0,0.18571428571428503,6500000.0
154811759,114049386,105,Quận 10,9368.0,Phường 12,Cao Thắng,True,Chung cư,40.0,2,1.0,106.6753,10.7747,False,0.0,0.375,15000000.0
154811762,114049390,112,Quận Tân Bình,9307.0,Phường 5,Phạm Văn Hai,True,"Căn hộ dịch vụ, mini",35.0,1,1.0,106.6613,10.7902,False,0.0,0.228571428571428,8000000.0
122502556,87310726,102,Quận 7,9471.0,Phường Tân Quy,Đường Nguyễn Thị Thập,True,"Căn hộ dịch vụ, mini",35.0,1,1.0,106.71174,10.73865,False,5500000.0,0.157142857142857,5500000.0
154811807,114049429,113,Quận Tân Phú,9322.0,Phường Hòa Thạnh,Trịnh Đình Thảo,False,Duplex,25.0,1,1.0,106.6356,10.7748,False,3700000.0,0.14800000000000002,3700000.0
151450175,111165856,119,Thành phố Thủ Đức,9239.0,Phường Bình Chiểu (Quận Thủ Đức cũ),D6,False,Chung cư,70.0,2,2.0,106.7278,10.8836,False,0.0,0.08571428571428501,6000000.0
152828360,112345514,119,Thành phố Thủ Đức,11221.0,Phường An Khánh (Quận 2 cũ),Trần Não,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.7304,10.7929,False,0.0,0.23333333333333303,7000000.0
154353957,113656237,119,Thành phố Thủ Đức,9251.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Nguyễn Xiển,True,Chung cư,48.0,1,1.0,106.8197,10.8451,False,0.0,0.145833333333333,7000000.0
154811843,114049465,112,Quận Tân Bình,9299.0,Phường 2,Bạch Đằng,True,Chung cư,55.0,1,1.0,106.6652,10.8137,False,8900000.0,0.161818181818181,8900000.0
154962727,114180537,113,Quận Tân Phú,9316.0,Phường Sơn Kỳ,N1,True,Chung cư,107.0,3,2.0,106.6159,10.8037,False,50000000.0,0.23364485981308403,25000000.0
154811861,114049479,98,Quận 3,9353.0,Phường 14,Lê Văn Sỹ,True,"Căn hộ dịch vụ, mini",45.0,1,1.0,106.6809,10.7861,False,0.0,0.16,7200000.0
152368864,111952335,108,Quận Bình Tân,9463.0,Phường Tân Tạo A,Trần Đại Nghĩa,True,Chung cư,59.0,2,1.0,106.5758,10.7306,False,0.0,0.110169491525423,6500000.0
154811247,114049491,115,Huyện Bình Chánh,9518.0,Xã Phong Phú,Nguyễn Văn Linh,True,Chung cư,55.0,2,2.0,106.644,10.7109,False,5000000.0,0.1,5500000.0
154962790,114180565,102,Quận 7,9469.0,Phường Tân Hưng,Nguyễn Hữu Thọ,True,Officetel,38.0,1,1.0,106.7014,10.743500000000001,False,0.0,0.28947368421052605,11000000.0
152828441,112345580,109,Quận Bình Thạnh,9282.0,Phường 26,Nguyễn Xí,True,Chung cư,80.0,2,2.0,106.7068,10.8163,False,13000000.0,0.1625,13000000.0
154811903,114049517,119,Thành phố Thủ Đức,9341.0,Phường An Phú (Quận 2 cũ),Nguyễn Thị Định,True,Chung cư,51.0,1,1.0,106.7534,10.7916,False,0.0,0.18627450980392102,9500000.0
154811911,114049524,102,Quận 7,9472.0,Phường Phú Thuận,Đào Trí,True,Chung cư,69.0,2,2.0,106.7433,10.722,False,0.0,0.13768115942028902,9500000.0
154962825,114180597,119,Thành phố Thủ Đức,9341.0,Phường An Phú (Quận 2 cũ),Mai Chí Thọ,True,Chung cư,90.0,3,2.0,106.7516,10.7912,False,0.0,0.23333333333333303,21000000.0
154201440,113525242,105,Quận 10,9367.0,Phường 14,Đường Lý Thường Kiệt,True,Chung cư,105.0,3,3.0,106.658,10.7705,False,38000000.0,0.18095238095238,19000000.0
152522053,112083457,102,Quận 7,9474.0,Phường Tân Phong,KDC trung son,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.7067,10.7384,False,0.0,0.188,4700000.0
155113180,114311690,102,Quận 7,9467.0,Phường Tân Thuận Tây,Nguyễn Văn Linh,True,Chung cư,60.0,2,1.0,106.7236,10.7508,False,28000000.0,0.23333333333333303,14000000.0
154962840,114180620,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Nguyễn Hữu Thọ,True,Chung cư,74.0,2,2.0,106.7126,10.7038,False,0.0,0.17567567567567502,13000000.0
154660123,113918486,105,Quận 10,9365.0,Phường 15,Bắc Hải,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.6632,10.7854,False,0.0,0.2,5000000.0
153437797,112869915,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Nguyễn Hữu Thọ,True,Chung cư,100.0,3,2.0,106.7126,10.7038,False,36000000.0,0.18,18000000.0
154962867,114180641,112,Quận Tân Bình,9303.0,Phường 1,Nguyễn Trọng Tuyển,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.6679,10.7981,False,0.0,0.15,4500000.0
155113194,114311717,110,Quận Gò Vấp,9277.0,Phường 11,Thống Nhất,True,"Căn hộ dịch vụ, mini",35.0,2,1.0,106.6649,10.8409,False,3600000.0,0.10285714285714201,3600000.0
155113216,114311718,110,Quận Gò Vấp,9276.0,Phường 8,Lê Văn Thọ,True,Chung cư,30.0,1,1.0,106.6583,10.8368,False,0.0,0.176666666666666,5300000.0
154962896,114180653,103,Quận 8,9452.0,Phường 6,Phạm Thế Hiển,True,Chung cư,65.0,2,2.0,106.6429,10.7327,False,19000000.0,0.14615384615384602,9500000.0
154962826,114180658,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Nguyễn Hữu Thọ,True,Chung cư,75.0,2,2.0,106.7126,10.7038,False,29000000.0,0.19333333333333302,14500000.0
154048709,113394229,111,Quận Phú Nhuận,9332.0,Phường 8,Nguyễn Văn Trỗi,True,Duplex,35.0,1,1.0,106.6784,10.7937,False,2000000.0,0.171428571428571,6000000.0
155113244,114311745,110,Quận Gò Vấp,9266.0,Phường 6,Hẻm 350 Lê Đức Thọ,True,Duplex,25.0,1,1.0,106.6677,10.8344,False,4500000.0,0.18,4500000.0
154962920,114180678,100,Quận 5,9411.0,Phường 4,An Dương Vương,True,Chung cư,50.0,1,1.0,106.6807,10.7601,False,0.0,0.28,14000000.0
154811991,114049609,102,Quận 7,9472.0,Phường Phú Thuận,Hoàng Quốc Việt,True,Chung cư,56.0,1,1.0,106.7414,10.715,False,0.0,0.21428571428571402,12000000.0
152369003,111952460,119,Thành phố Thủ Đức,9247.0,Phường Linh Đông (Quận Thủ Đức cũ),30,True,Chung cư,78.0,2,2.0,106.7434,10.8479,False,0.0,0.102564102564102,8000000.0
155113250,114311759,112,Quận Tân Bình,9301.0,Phường 12,Trường Chinh,True,"Căn hộ dịch vụ, mini",50.0,2,1.0,106.6501,10.7945,False,0.0,0.18,9000000.0
153743469,113132112,109,Quận Bình Thạnh,9282.0,Phường 26,Chu Văn An,True,Duplex,40.0,1,1.0,106.7042,10.8111,False,0.0,0.15,6000000.0
145090925,105792080,112,Quận Tân Bình,9305.0,Phường 11,Phạm Phú Thứ,True,Chung cư,70.0,2,2.0,106.6499,10.7885,False,0.0,0.114285714285714,8000000.0
154962934,114180691,119,Thành phố Thủ Đức,9262.0,Phường Phú Hữu (Quận 9 cũ),D7,False,Chung cư,57.0,1,1.0,106.8018,10.787,False,10000000.0,0.096491228070175,5500000.0
151450397,111166038,115,Huyện Bình Chánh,9517.0,Xã Bình Hưng,Phạm Hùng,False,Chung cư,69.0,2,2.0,106.67509,10.73158,False,12000000.0,0.08695652173913,6000000.0
155113271,114311770,105,Quận 10,9370.0,Phường 10,Sư Vạn Hạnh,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.6713,10.7686,False,8200000.0,0.20500000000000002,8200000.0
155113275,114311771,110,Quận Gò Vấp,9266.0,Phường 6,Lê Đức Thọ,True,Duplex,35.0,1,1.0,106.6811,10.8355,False,4500000.0,0.128571428571428,4500000.0
149923300,109855329,102,Quận 7,9469.0,Phường Tân Hưng,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh",True,Officetel,40.0,1,1.0,106.70149,10.74367,False,0.0,0.225,9000000.0
154507216,113787505,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Nguyễn Hữu Thọ,True,Chung cư,100.0,3,2.0,106.7126,10.7038,False,0.0,0.18,18000000.0
155113286,114311795,99,Quận 4,9403.0,Phường 18,Tôn Thất Thuyết,True,Chung cư,73.0,2,2.0,106.7189,10.7554,False,0.0,0.301369863013698,22000000.0
154962981,114180726,119,Thành phố Thủ Đức,9347.0,Phường Cát Lái (Quận 2 cũ),Nguyễn Thị Định,True,Chung cư,59.0,1,1.0,106.7698,10.7743,False,0.0,0.101694915254237,6000000.0
154962976,114180731,112,Quận Tân Bình,9303.0,Phường 1,Nguyễn Trọng Tuyển,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.6679,10.7981,False,0.0,0.17200000000000001,4300000.0
153437941,112870030,119,Thành phố Thủ Đức,9349.0,Phường An Lợi Đông (Quận 2 cũ),Mai Chí Thọ,True,Chung cư,92.0,2,2.0,106.7556,10.8071,False,48000000.0,0.260869565217391,24000000.0
155113324,114311828,96,Quận 1,9224.0,Phường Cô Giang,Cô Bắc,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.6922,10.7628,False,6500000.0,0.216666666666666,6500000.0
154963006,114180762,112,Quận Tân Bình,9311.0,Phường 9,Lạc Long Quân,True,Chung cư,62.0,2,1.0,106.6482,10.7749,False,17000000.0,0.13709677419354802,8500000.0
154812071,114049697,119,Thành phố Thủ Đức,9341.0,Phường An Phú (Quận 2 cũ),Nguyễn Thị Định,True,Chung cư,70.0,2,2.0,106.7534,10.7916,False,23000000.0,0.164285714285714,11500000.0
154963039,114180780,107,Quận 12,9237.0,Phường Tân Thới Nhất,Phan Văn Hớn,True,Chung cư,65.0,2,2.0,106.6156,10.8295,False,15000000.0,0.12307692307692301,8000000.0
151297577,111035071,102,Quận 7,9475.0,Phường Phú Mỹ,Nguyễn Lương Bằng,True,Chung cư,70.0,2,2.0,106.7319,10.7072,False,0.0,0.14285714285714202,10000000.0
154963067,114180801,107,Quận 12,9237.0,Phường Tân Thới Nhất,Phan Văn Hớn,True,Chung cư,60.0,2,2.0,106.6156,10.8295,False,10000000.0,0.08333333333333301,5000000.0
154812115,114049730,119,Thành phố Thủ Đức,9348.0,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Bát Nàn,True,Chung cư,81.0,2,2.0,106.7704,10.7707,False,0.0,0.17283950617283902,14000000.0
150227686,110117571,119,Thành phố Thủ Đức,9253.0,Phường Hiệp Phú (Quận 9 cũ),Xa Lộ Hà Nội,True,Chung cư,66.0,2,2.0,106.7766,10.8507,False,0.0,0.09848484848484801,6500000.0
154963051,114180816,118,Huyện Nhà Bè,9526.0,Xã Phước Kiển,Nguyễn Hữu Thọ,True,Chung cư,71.0,2,2.0,106.7126,10.7038,False,18000000.0,0.12676056338028102,9000000.0
155113382,114311891,102,Quận 7,9468.0,Phường Tân Kiểng,Đường số 3,True,Duplex,35.0,1,1.0,106.7087,10.7479,False,0.0,0.194285714285714,6800000.0
139452482,101073619,102,Quận 7,9472.0,Phường Phú Thuận,Đào Trí,True,Chung cư,86.0,3,2.0,106.7433,10.722,False,0.0,0.13953488372093,12000000.0
154812137,114049747,110,Quận Gò Vấp,9277.0,Phường 11,Quang Trung,True,"Căn hộ dịch vụ, mini",28.0,1,1.0,106.6589,10.8362,False,0.0,0.15,4200000.0
155113397,114311898,108,Quận Bình Tân,9463.0,Phường Tân Tạo A,Số 3,True,Chung cư,58.0,1,1.0,106.5904,10.736,False,10000000.0,0.086206896551724,5000000.0
155113403,114311900,109,Quận Bình Thạnh,9292.0,Phường 1,Phan Văn Trị,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.694,10.8204,False,0.0,0.2,6000000.0
154812145,114049758,98,Quận 3,11222.0,Phường Võ Thị Sáu,Võ Thị Sáu,True,Chung cư,70.0,2,1.0,106.6936,10.7833,False,0.0,0.21428571428571402,15000000.0
153743665,113132267,98,Quận 3,9355.0,Phường 11,Hoàng Sa,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.6735,10.7867,False,0.0,0.248,6200000.0
154963100,114180846,113,Quận Tân Phú,9319.0,Phường Phú Thọ Hòa,Phú Thọ Hòa,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.6276,10.786200000000001,False,4500000.0,0.15,4500000.0
155113427,114311922,109,Quận Bình Thạnh,9279.0,Phường 13,Bình Lợi,True,Duplex,35.0,1,1.0,106.7057,10.8296,False,0.0,0.157142857142857,5500000.0
154963139,114180859,103,Quận 8,9448.0,Phường 13,Bùi Huy Bích,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.652,10.7424,False,5000000.0,0.16666666666666602,5000000.0
154963136,114180875,107,Quận 12,9237.0,Phường Tân Thới Nhất,Trường Chinh,True,Chung cư,100.0,3,2.0,106.623,10.8298,False,0.0,0.09,9000000.0
154812230,114049826,119,Thành phố Thủ Đức,9244.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Hiệp Bình Chánh,True,Chung cư,71.0,2,2.0,106.7311,10.8421,False,26000000.0,0.183098591549295,13000000.0
151297707,111035177,110,Quận Gò Vấp,9277.0,Phường 11,Lê Đức Thọ,True,"Căn hộ dịch vụ, mini",30.0,1,1.0,106.68267,10.832094,False,5800000.0,0.19333333333333302,5800000.0
154963186,114180906,119,Thành phố Thủ Đức,9348.0,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Nguyễn Thị Định,True,"Căn hộ dịch vụ, mini",50.0,2,1.0,106.7745,10.77,False,0.0,0.124,6200000.0
154812242,114049838,119,Thành phố Thủ Đức,9262.0,Phường Phú Hữu (Quận 9 cũ),Song Hành,True,Chung cư,70.0,2,2.0,106.7442,10.8013,False,24000000.0,0.171428571428571,12000000.0
154812249,114049845,119,Thành phố Thủ Đức,9340.0,Phường Thảo Điền (Quận 2 cũ),Xa Lộ Hà Nội,True,Chung cư,70.0,2,2.0,106.7349,10.8152,False,0.0,0.25,17500000.0
154963199,114180921,102,Quận 7,9475.0,Phường Phú Mỹ,Phạm Hữu Lầu,False,Chung cư,124.0,3,2.0,106.7295,10.7041,False,0.0,0.08064516129032201,10000000.0
153895987,113263422,109,Quận Bình Thạnh,9291.0,Phường 2,"Phan Đăng Lưu, Bùi Hữu Nghĩa, Lê Văn Duyệt, Vạn Kiệp, Nơ Trang Long, Hoàng Hoa Thám, Hoa Lan, Phan Xích Long, Phan Chu Trinh, Trần Kế Xương",True,"Căn hộ dịch vụ, mini",50.0,1,1.0,106.6968,10.8024,False,0.0,0.146,7300000.0
154049066,113394502,108,Quận Bình Tân,9464.0,Phường An Lạc,Võ Văn Kiệt,True,Chung cư,75.0,2,2.0,106.6119,10.7225,False,17000000.0,0.11333333333333301,8500000.0
152216130,111821644,112,Quận Tân Bình,9300.0,Phường 4,Trường Sơn,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.66433,10.805034,False,8500000.0,0.21250000000000002,8500000.0
155113516,114312013,109,Quận Bình Thạnh,9286.0,Phường 7,Hoàng Hoa Thám,True,Duplex,45.0,1,1.0,106.6902,10.8063,False,0.0,0.155555555555555,7000000.0
154812301,114049884,99,Quận 4,9407.0,Phường 16,Tôn Thất Thuyết,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.7137,10.7532,False,8200000.0,0.20500000000000002,8200000.0
154201849,113525604,108,Quận Bình Tân,9460.0,Phường Bình Trị Đông A,Hương Lộ 2,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.5977,10.7672,False,4000000.0,0.16,4000000.0
155113546,114312045,109,Quận Bình Thạnh,9288.0,Phường 6,Nguyễn Văn Đậu,True,"Căn hộ dịch vụ, mini",40.0,1,1.0,106.6875,10.8072,False,0.0,0.125,5000000.0
154812311,114049901,103,Quận 8,9450.0,Phường 5,Bông sao,True,"Căn hộ dịch vụ, mini",45.0,1,1.0,106.6632,10.7384,False,0.0,0.18888888888888802,8500000.0
154812323,114049908,119,Thành phố Thủ Đức,9341.0,Phường An Phú (Quận 2 cũ),Mai Chí Thọ,True,Chung cư,76.0,2,2.0,106.7519,10.7966,False,0.0,0.210526315789473,16000000.0
154963275,114180984,107,Quận 12,9237.0,Phường Tân Thới Nhất,F,False,Chung cư,65.0,2,2.0,106.6175,10.8226,False,4000000.0,0.06153846153846101,4000000.0
154963280,114180986,102,Quận 7,9473.0,Phường Tân Phú,Tân Phú,True,Chung cư,120.0,3,2.0,106.7246,10.725999999999999,False,0.0,0.19583333333333303,23500000.0
154812353,114049921,98,Quận 3,9356.0,Phường 13,Trường Sa,True,"Căn hộ dịch vụ, mini",33.0,1,1.0,106.6809,10.7901,False,0.0,0.21212121212121202,7000000.0
155113570,114312070,110,Quận Gò Vấp,9277.0,Phường 11,Nguyễn Văn Khối,True,"Căn hộ dịch vụ, mini",25.0,1,1.0,106.6597,10.8421,False,6500000.0,0.26,6500000.0
154963291,114181009,112,Quận Tân Bình,9308.0,Phường 10,Hồng Lạc,True,Chung cư,80.0,3,2.0,106.6472,10.7873,False,22000000.0,0.1375,11000000.0
152369407,111952786,109,Quận Bình Thạnh,9289.0,Phường 14,Đường Phan Văn Trị,True,"Căn hộ dịch vụ, mini",50.0,1,1.0,106.6975,10.8065,False,0.0,0.17,8500000.0
